description,title,image_id,user_tags
,Warltersville Road,5571229539,"['crouch hill', 'england', 'london', 'n19', 'warltersville road']"
After The Rain,After the Heavy Rain,4128416585,"['autumn', 'crops', 'drainage', 'ef24-70mm f/2.8l usm', 'flood', 'maize', 'rain', 'runoff', 'soil']"
,IMG_0386,953374532,"['down', 'europe', 'honeymoon', 'people', 'road', 'walking']"
"I thought traffic and road work was bad here. They actually make you stop and then wait for everyone and they have a car you follow and next thing you know, a half of an hour of your life is mysteriously gone.",IMG_2589.JPG,1554486148,[]
"fema contractors have been blue-tarping homes with damaged roofs.  thing is, the way the feds do it is expensive to taxpayers, and blue tarps are not so durable after months go by.  they shred or even simply blow off.    

the subcontractor rules and costs of housing emergency workers make <a href=""http://www.nola.com/news/t-p/frontpage/index.ssf?/base/news-4/1135841150161300.xml"">blue-tarping cost as much as reroofing usually costs</a> in non-disaster scenarios.  it's not clear how much money could be saved, looking at the sheer magnitude of this urgent task and the unavailability of local labor and services, but it's very costly, mired in pyramid-like bureacracy, and just not lasting.

this is the neighborhood of algiers, an area with widespread wind damage but no flooding, from the top of the earthen river levee. many residents are back, and we talked to a women going to a wedding reception at a home down the street.",blue tarp city,82542038,"['documentary', 'fotogail', 'katrina', 'new orleans', 'news', 'post-katrina']"
"Khulungira is a village of 150 families in central Malawi, 27 km from the nearest paved road and 50 km from the nearest town; there is no electricity and no running water; no one here owns a car or a motorcycle; few parents can afford to send their children to secondary school (photo credit: ILRI/Mann).",Malawi household in the rainy season #2,5252326806,"['climate change', 'crp5', 'dedza, malawi', 'flood', 'ilri', 'khulungira, malawi', 'malawi', 'rural life']"
,nature's fury,2599241257,"['fe270', 'flood', 'lomo', 'olympus', 'photo manipulation', 'typhoon']"
,Melinau River flood plain,4687399985,"['8km walk to camp 5', 'borneo', 'gunung mulu national park', 'lowland riverine rainforest', 'sarawak', 'secondary forest']"
Red Bull Road Rage 2009,Red Bull Road Rage 2009,3670876795,"['bici', 'ciclismo', 'corsa', 'cortina', ""cortina d'ampezzo"", ""d'ampezzo"", 'da corsa', 'downhill', 'estremo', 'gara', 'ibrido', 'mtb', 'red bull', 'red bull road rage 2009', 'road rage', 'rock', 'speed', 'velocità']"
,"June 11, 2008 (115)",2578802072,"['cedar rapids', 'cedar rapids, iowa', 'cedar river', 'fllood. flood of 2008', 'iowa', 'water']"
,Submerged - Before,2711528328,"['burst water main', 'flood', 'london', 'merton', 'wimbledon']"
"after 2 inches of rain in an hour... it rained another 1.8 inches in the two hours after that...

we have had that ditch to the right overflow before but never has it come past the big oak tree before",flooded yard 09/05/09,3891415048,"['afternoon', 'collage', 'creek', 'deep', 'ditch', 'eden keeps', 'flash flood', 'flood', 'rain', 'small stream advisory', 'summer', 'warning', 'water', 'yard']"
,"#BelovedEgypt: The Abu Simbel temples are two massive rocktemples in Abu Simbel in Nubia, southern Egypt. They are situated on the western bank of Lake Nasser, about 230 km southwest ofAswan (about 300 km by road). The complex is part of the UNESCO World",12202088815,"['brannan', 'instagram app', 'iphoneography', 'square', 'square format']"
On our drive home we travelled on the old section of the Trans Canada Highway between Hope and Cache Creek.  Found this old church in Spences Bridge.  It was sad to see how depressed this section of highway is.  But it was fun to make the drive as many memories of camping with my family came flooding back.,Relic Church in Spences Bridge,8678263503,[]
,she meets the canyon,2619325663,"['canyon', 'colorado', 'grand', 'heather', 'road', 'trip']"
"Built in 1286, buried in a flood in 1756, unearthed and rebuilt in 1908","Thirteen-tiered stone pagoda, Tonoshima Island, Uji River",13863960814,['pagodas']
Look like hollidays ;),New kind of residential building,6052823320,"['bas', 'city', 'eau', 'entrepôt', 'font', 'fontaine', 'gens', 'maastricht', 'netherlands', 'panorama', 'pays', 'people', 'pier', 'quai', 'terrace', 'terrasse', 'urban', 'ville', 'warehouse']"
"Hat Yai is currently experiencing its worst flooding in 70 years (many other Thai provinces are being hammered by floods right now as well) . This hits close to home as my wife is Thai and grew up there. 

Let's pray the waters will recede very soon and life can return to normal for everyone in Thailand...

(location of statue on map is not accurate. I don't remember the area well enough, sorry. It's at the Kuan Yin Temple on a hill in/near Hat Yai)","Goddess of Mercy, in Hat Yai",5143018424,"['18-200', 'd80', 'flood', 'goddess', 'hatyai', 'hill', 'kuan yin', 'mercy', 'nikon', 'temple', 'thailand']"
A nice market inside a nice building. The stained glass can be seen here. The place is very clean and has lots of places to eat prepared food as well as buy food to take home. It's a bit like Borough Market rather than New Covent Garden.,Mercado Municipal,3170640603,"['brazil', 'market', 'mercado', 'mercado municipal', 'são paulo']"
Looking back over the flooded bridge I walked across.  I am so glad I decided to ride out and investigate even tho the road was closed.  The alternative would have been riding through Cessnock to reach the New England Highway which would have added a day to the tour.,Paynes Ford Flooded.,2478770411,"['2008', 'australia', 'bicycle', 'bridge', 'cycletouring', 'flood', 'new south wales', 'paynes ford', 'touring', 'travel', 'wollombi']"
,DSCN1481,80077652,"['australia', 'building', 'matrix', 'nsw', 'roundbuilding', 'sydney', 'thematrix', 'thematrixsydney', 'thematrixsydney2005']"
"Such a grand building, and to think they could flood it to recreate sea battles too!",Inside the Coliseum,4258560073,"['coliseum', 'holiday', 'inside', 'rome', 'ruins']"
"Chalmette is a census-designated place (CDP) in and the parish seat of St. Bernard Parish, Louisiana, United States. The population was 32,069 at the 2000 census. It is part of the New Orleans–Metairie–Kenner Metropolitan Statistical Area.

The community was named after plantation owner I. Martin de Lino de Chalmette, whose surname in turn is derived from the French word chalmette — ""pasture land, fallow land"" (used especially in a mountainous area) — and has been traced to the Proto-Celtic *kalm.

Chalmette was the location of what is often called The Battle of New Orleans, where United States forces under Colonel Andrew Jackson defeated the British in 1815. The battlefield is preserved as a national monument, and the military Chalmette National Cemetery is adjacent.

On 29 August 2005, the enormous 25-foot (7.6 m) storm surge from Hurricane Katrina came up through the Mississippi River Gulf Outlet(also commonly known as MR-GO) - a little-used commercial channel dug by the Army Corps of Engineers in the 1960s - and flooded most of the town, with waters as high as 14 to 15 feet (4.9 m) in some places. As a result, in a matter of hours, Chalmette was entirely destroyed. Fortunately the majority of the population evacuated shortly before the storm hit, but there was still some loss of life for many who had not gotten out.

As of 25 October 2005, most of the buildings were judged to be unsavable. Despite findings published by the EPA, the toxic chemicals in the water from local oil refineries have been postulated to be an ongoing health hazard by several civilian ecological groups. Especially notable was the large oil spill originating in Chalmette's large Murphy Oil facility, where the storm surge knocked over a huge oil tank (see photo).

The parish administrative headquarters served as the site for a FEMA trailer park for numerous civil servants who were laboring in the rebuilding effort. One year after the storm, parish employees were still working shifts around the clock to bring the community back to life.

Another center in the rebuilding effort was centered at Our Lady of Prompt Succor which served the congregations of the seven other Roman Catholic parishes as well as the main office of Catholic Relief Services. It also served as the only place to hold funerals for the first 12 months after Katrina.

Deputies working for the St. Bernard Parish Sheriff stated in early December 2005 that the oil tank floated in the flood. When the water receded, the tank settled on uneven ground. That is when it lost its structural integrity and the oil spill occurred. By late November, the Murphy facility was back up and running, as was a small cluster of businesses around the intersection of Paris Road and St. Bernard Highway, on the least damaged River side of Chalmette. The devastated residential areas further back from the River were only open during daylight hours for residents to attempt to salvage belongings from their home sites; houses often had been knocked off their foundations, if they survived the storm at all. The majority of people staying in Chalmette full-time were living in trailers, that started to be supplied by FEMA or private enterprise on Oct. 12; although many who had been promised FEMA trailer housing were still waiting as late as March 2006.

""Camp Premier"", now ""Camp Hope"", was established as a base camp for the community rebuilding efforts, facilitating the work of relief organizations, the National Guard and private individuals. As of August 2007, the camp is located to P.G.T. Beauregard Middle School and is operated by Habitat for Humanity to provide shelter, hot showers, laundry service, and hot meals to relief volunteers in St. Bernard Parish. Other relief organizations, such as the St. Bernard Project, have also participated in the rebuilding of Chalmette, from distributing supplies, to clearing debris, to preparing damaged houses for homeowners to return.

The Chalmette Battlefield was also partially flooded in low-lying areas, destroying the Visitor's Center, which was removed for rebuilding, and temporarily replaced with a house trailer to attempt re-opening the park for visitors in 2006.

<a href=""http://en.wikipedia.org/wiki/Chalmette,_Louisiana"" rel=""nofollow"">en.wikipedia.org/wiki/Chalmette,_Louisiana</a>

<a href=""http://en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License"" rel=""nofollow"">en.wikipedia.org/wiki/Wikipedia:Text_of_Creative_Commons_...</a>","U.S. 47 Near Chalmette, Louisiana (3)",3935336007,"['louisiana', 'no 3 i', 'stbernard']"
"Campanile, Piazza San Marco
From the top of St Mark's Campanile, high above the Piazza, visitors can enjoy sublime views of the city, the lagoon and, visibility permitting, the peaks of the Alps. It was from this viewpoint that Galileo demonstrated his telescope to Doge Leondardo Dona in 1609. To do so he would have climed the internal ramp. Access today is gained via a lift that can cary 14 people. Nevertheless there is almost always a queue. If you are at the top of the tower on the hour, beware the resonant ringing of the five bells.
The first tower, completed in 1173, was built as a lighthouse to assist navigators in the lagoon. It took on a les benevolent role in the Middle Ages as the support for a torture cage where offenders were imprisened and in some cases left to die. The tower's present appearance dates from the early 16th century, when it was restored by Bartolomeo Bon after an earthquake.
The tower survived the vicissitudes of time until 14 July 1902 when, with little warning, its foundations gave way and it suddenly collapsed. The only casualties were the Loggetta at the foot of the tower and the custodian's cat. Donations for reconstruction came flooding in and the following year the foundation stone was laid for the campanile. The new tower was finally opened on 25 April (St Marks Day) 1912",35,95232472,['venice']
,River Ouse in flood,8297367516,"['flood', 'flooding', 'river', 'riverouse', 'york']"
"<a href=""http://jw.nebulis.org"" rel=""nofollow"">jw.nebulis.org</a>

This image is freely available under the <a href=""http://creativecommons.org/licenses/by-sa/3.0/us/legalcode"" rel=""nofollow"">Creative Commons Attribution-ShareAlike</a> license.",Fortress Marienberg and the Old Bridge,5976298289,"['bavaria', 'bridge', 'castle', 'cityscape', 'day', 'dw 2011', 'fortress marienberg', 'germany', 'hill', 'old bridge', 'river', 'würzburg']"
"at San Francisco, CA.

It was completed in 1914 after only eleven months, which led to accusations that it had been constructed with a degree of recklessness and was at the time the second tallest building in the city, with 21 floors, and 87 m (285 ft).",Hobart Building.,8450395343,"['architecture', 'building', 'california', 'canon60d', 'hobart', 'san francisco', 'sightseeing', 'travel', 'usa', 'view']"
This is the new road through the last village before you get to Ngorongoro.  The road was completed very recently by a Japanese company.,Village life,50463297,"['exodus', 'tanzania']"
"Caught a glimpse of the Pawtuxet River (normally a few hundred feet to the right...)

Seen from 95-S, right before it was blocked off by the National Guard",Pawtuxet River Flooding,4479181860,"['cranston', 'flood', 'natural disaster', 'pawtuxet river', 'rhode island']"
"Peblinge Sø (English: Student Lake). A single basin between Gyldenløvesgade and Dronning Louises Bro (English: Queen Louise's Bridge), which is the continuation of Nørrebrogade. The word pebling means little priest, and was used metaphorically for any student in the elementary and secondary schools in Denmark during the time when the church was the sole provider of education. 

The lakes primarily serve as a recreational area and the paths surrounding them are popular for strolls and a favoured running route.

Source: <a href=""http://en.wikipedia.org/wiki/The_Lakes,_Copenhagen"" rel=""nofollow"">Wikipedia</a>

(20080528-082923-3744-g7)",Peblinge Sø,2544047899,"['copenhagen', 'copenhague', 'copenhaguen', 'danmark', 'denmark', 'dinamarca', 'eugridpma', 'københavn', 'reflections', 'reflejos', 'student lake', 'water']"
,LKC building construction site,3176224872,"['beckman center', 'gr digital', 'lkc building', 'lokey building', 'stanford', 'susomreform']"
Girl dashing into flood water,Don't do it!,12461532384,[]
First surge tide had caused some flooding through the bank and concrete wall by the pump but no major over-topping.,Postwick Marshes flooding,11254483025,[]
"Alert for grazing animals, we scan the golden late-autumn grass and the pine-shagged hills, those ripples in the landscape left behind by the Glacial Lake Missoula flash flooding over and over during the last ice age. Image copyright <a href=""http://www.amandacastleman.com"" rel=""nofollow"">www.amandacastleman.com</a> – please email for rates.",A River Runs Through It,6713413301,"['dude ranch', 'horses', 'k diamond k', 'north cascades']"
,The River Avon,6857821262,"['avon', 'bath', 'pulteney bridge', 'river', 'uk']"
,Saale - Kröllwitzer Brücke,5357086864,"['2011', 'brücke', 'd90', 'flood', 'halle', 'highwater', 'hochwasser', 'nikon', 'saale', 'sumo4fun']"
,"Falls of Dochart, Killin",1694832708,"['autumn', 'falls of dochart', 'killin', 'landscape', 'river', 'scenery', 'scotland', 'trees', 'waterfall']"
,,5350381383,"['brisbane', 'flood', 'natural disaster', 'qldfloods']"
Plaques showing historic flood levels in Rome,floods & broom,18441649,"['broom', 'italy', 'plaques', 'rome', 'vacation']"
,haunted house,2034454934,"['alberta', 'banff', 'bc', 'calgary', 'canada', 'canon', 'coaxeus', 'road trip', 'vancouver']"
,IMG_2580,2571252374,"['2008', 'des moines', 'floods', 'iowa', 'iowa floods']"
We decided that it wouldn't be too bad a place to live. :),"Beverly Hills, CA",4828269380,"['angeles california coast road trip west', 'california', 'coast', 'hollywood', 'los', 'road', 'trip', 'west']"
,"Marjorie McNeely Conservatory - St.Paul, MN",1417845133,"['atrium', 'blue', 'bright', 'building', 'conservatory', 'glass', 'greenhouse', 'minnesota', 'pond', 'st. paul', 'structure', 'sun light', 'sunny']"
,"Schlossmühle Buddenburg, Lünen",2790598627,"['buddenburg', 'building', 'canon', 'castle', 'gebäude', 'germany', 'ixus 860 is', 'lünen', 'luenen', 'mühle', 'mill', 'nrw', 'schloss', 'schlossmühle']"
"Pershore Bridge on Monday 23rd July. Taken using my 55mm lens, the bridge is approximately 300 yards away. Please note the debris washed up on the right hand side.",Pershore_Bridge,875785953,['pershore flood']
Stalin's highrise building at Kotelnecheskaya nabereznaya. One of the Moscow's Seven Sisters.,Moscow postcard,211282947,"['котельническая набережная', 'москва', 'россия', 'moscow', 'russia', 'seven sisters']"
,During Sandy: parking lots for fish,8143475508,"['damage', 'flood', 'frankenstorm', 'hurricane sandy', 'jersey city', 'new jersey', 'ny region', 'october 2012', 'superstorm sandy', 'surge']"
"Under Longwood Ave. at the Riverway, Boston/Brookline, MA",Lake Longwood,146402447,"['boston', 'bridge', 'brookline', 'flooding', 'green', 'longwood', 'massachusetts', 'muddy river', 'rain', 'riverway', 'water']"
,The boring 90 min train ride to the airport means flooding all my social feeds with pics,8724434751,"['ifttt', 'jr 湘南新宿ライン 新宿駅']"
Ashwind road -- farm access road.,Forest road,168644358,"['australia', 'denis fox', 'mansfield', 'nature']"
"The 100 mile-per-hour winds are over... for now. The flooding continues. Our power was out and the power poles were on the road. After we got around them, we found a town with electricity so we could get something to eat. It was almost dark when I took this photo. This photo can be used under the creative commons license for noncommercial use. Remember in print or on the web, you need to include the caption: ""Photo by Chriss Pagani / chrisspagani.com""",Evening Clouds After The Storm,8203871010,"['aftereffects', 'burger king', 'clouds', 'fast food', 'handheld', 'iphone', 'low light', 'night', 'northwest', 'red sky', 'restaurants', 'storm', 'sunset', 'superstorm']"
,Famous Stockholm street,2934488435,"['city', 'essence', 'fjällgatan', 'fjallgatan', 'location', 'mapped', 'on a map', 'scandinavia', 'scandinavian', 'show me where', 'soul', 'soul of stockholm', 'spirit', 'spirit of stockholm', 'sthm', 'stkhm', 'stockholm', 'sweden']"
,Flooded grazing marsh,4423710085,"['field', 'flood', 'geldeston', 'norfolk', 'silluette', 'sky', 'spring', 'water']"
,"The River Avon, looking towards Pulteney Bridge",1398853178,"['avon', 'bath', 'boat', 'bridge', 'england', 'pulteney bridge', 'river', 'river avon', 'united kingdom']"
,DSCF0007,81332639,"['boarding stables', 'flood']"
,Avon,537371096,"['architecture', 'banes', 'bath', 'bridges', 'england', 'pulteney bridge', 'river avon', 'rivers', 'somerset', 'uk', 'world heritage sites']"
Kinda wet out here,Wellington St flooded,4453366183,"['australia', 'boom', 'damp', 'flood', 'moist', 'perth', 'perth storm', 'rain', 'storm', 'sunset', 'thunder', 'wa', 'wet']"
,"building, budapest",294506153,[]
Eröffnung ist für August 2008 angesagt.,Kimmichhaus Umbau für New Yorker,2553277997,"['baugelände', 'baustelle', 'braunschweig', 'building site', 'chantier de construction', 'city', 'construction site', 'deutschland', 'fussgängerzone', 'germany', 'kimmichhaus', 'lowersaxonia', 'new yorker', 'niedersachsen', 'schuhstrasse', 'stadt']"
Wednesday 5 March 2014.,IMG_2338,13155358473,"['chch', 'chhc', 'christchurch', 'floods']"
"The River Don, in Attercliffe Sheffield flooding it's banks and flooding the car park.


For more of my images please visit;
<a href=""http://www.peakdistrict-photo.co.uk"" rel=""nofollow"">www.peakdistrict-photo.co.uk</a>",River Don Floods 2012,7516016426,"['attercliffe', 'dan cook', 'floods', 'landscape', 'peak district', 'photo', 'photograph', 'photography', 'river don', 'sheffield']"
"some flash flooding in reedsburg, wi",flooding,2562208579,"['flash flood', 'flood', 'muddy', 'reedsburg flood', 'water', 'wisconsin']"
,Reason # 885 we've got potholes the size of car tires!,3427933994,"['flood', 'pothole', 'salmon river', 'truro', 'water']"
"Near Ixonia, Wisconsin.",200806 June Misc 039,2581081671,"['2008', 'county', 'flooding', 'ixonia', 'jefferson', 'june', 'river', 'rock', 'wisconsin']"
"I was able to identify the street in this old photo by grabbing a couple of business names and googling them, then bringing up their addresses in Google Earth to find a good match with the buildings.","Charles Street, Beacon Hill, Boston",80519187,"['1993', 'beacon hill', 'boston', 'charles street', 'city', 'massachusetts']"
,Skinny building,2135360487,"['seattle', 'victoria clipper']"
"Yeah, that's a ginormous amount of water.",IMG_20110429_182617,5673823813,"['flooding', 'racquette']"
View over the Danube.,Der schönen blauen,8471170621,"['bridge', 'landscape', 'river', 'sky', 'water']"
"Flooded street 

<a href=""http://www.news.com.au/breaking-news/floodrelief/queensland-floods-interactive-before-and-after-photos/story-fn7ik2te-1225987255127"" rel=""nofollow"">www.news.com.au/breaking-news/floodrelief/queensland-floo...</a>",Brisbane Floods - Yeronga,5351481946,"['australia', 'brisbane', 'current', 'danger', 'floods', 'grim', 'queensland', 'serious', 'torrents', 'water', 'worst']"
"Image by Ron Cogswell on April 14, 2012, using a Nikon D80 and a Photoshop smart blur effect.

DSC_0135","Dawn -- Port of Kenosha (WI) on Lake Michigan Saturday April 14, 2012",6957592486,"['kenosha (wi) harbor', 'port of kenosha (wi) on lake michigan', 'ron cogswell']"
In traffic alongside the Shell Centre in London,Mitsubishi Evo,3467609036,"['alloys', 'bank', 'blue', 'building', 'bus', 'car', 'evo', 'london', 'mitsubishi', 'red', 'shadows', 'shell', 'south', 'southbank', 'tinted', 'tower', 'waterloo', 'widows']"
"Flood in Kraków, Polska
Seen from Wawel Hill",!,4619114325,"['flood', 'krakoff', 'krakow']"
,Flooded Ditch,174013266,"['ahhyeah', 'ankeny', 'condos', 'delaware', 'ditch', 'flood', 'iowa', 'park']"
"Zaragoza, España",Junto al Ebro,13948706965,"['aragon', 'arboles', 'ebro', 'espaã±a', 'flood', 'inundacion', 'naturaleza', 'nature', 'saragossa', 'spain', 'trees', 'zaragoza']"
,flood - oh noo,2613156889,"['blue', 'flood', 'rain', 'road', 'sa coma', 'sky', 'water']"
"No time to stop, many more miles to go....  The establishment rejoices in the name ""Young Vanish"", apparently named after a 19th century champion racehorse.","Walk day 1 (24) - Pub and carvery, Glapwell",5743032760,"['2011 rother walks', 'carvery', 'derbyshire', 'glapwell', 'pub', 'road', 'village']"
The Terassenufer street disapears under the flood waters.  Only the upper half of the street sign poles are visible above the waterline.  The ships on the left are at the normal shoreline.,Traffic Lights In River,294304200,"['dresden', 'elbe', 'flood']"
"Some photos I took during Valentine's Day in Shibuya. 

This photo was used in a blog post at <a href=""http://www.kenleewrites.com/2009/02/around-and-about-shibuya-3-valentines-day.html"" target=""_blank"">http://www.kenleewrites.com/2009/02/around-and-about-shibuya-3-valentines-day.html</a>.",Shibuya 1402  009,3279783339,"['crossing', 'hachiko crossing', 'junction', 'pedestrians', 'road', 'shibuya']"
"The tide was very high on Friday, completely covering the jetty. This is not caused by flooding.",High Tide on Currumbin Creek.,5337115387,"['australia', 'coast jetty river', 'creek', 'creek gold', 'currumbin', 'green', 'high tide', 'jiggs images', 'pictureaustralia', 'queensland', 'scene', 'water', 'wsr']"
Pedestrian openings in Richmond's James River flood wall.,Watertight,5747912118,"['flood wall', 'richmond']"
"The three bridges at Berwick-Upon-Tweed, Northumberland. The distant viaduct, the Royal Border Bridge, was built by Robert Stephenson to carry his railway, and was opened in 1850. Today it carries the East Coast Main Line.

Above that can be seen the Royal Tweed Bridge of 1928, which carries the main road into Berwick-Upon-Tweed.

The photo was taken through an arch of the Old Bridge, built in 1624 or 1634. It has 15 arches, and it still carries a road out of the town.",Three Bridges,1349011623,"['berwick-upon-tweed', 'bridge', 'railway', 'road', 'stephenson']"
,stanley road,3246231102,[]
,The road to my department,2485020791,"['iitkgp', 'kharagpur', 'road']"
"Lake Roosevelt, pre-flooding scene. Columbia Valley at mouth of Spokane. Lake partly filled. Part of panoramic composite of six images. Photograph was made ""For the National Park Service.""

Taken April 22, 1941.",Photograph - LARO 2645c,7595527496,"['columbia river', 'lake roosevelt', 'spokane river']"
"<a href=""http://www.thewhitlams.com/"" rel=""nofollow"">Tim Freedman of The Whitlams</a> walking into a camera shot on Enmore and King <a href=""http://funk.randomecho.com/ark/hip-hop-4-dummeez-at-the-hub-in-newtown-1229"" rel=""nofollow"">Streets of Newtown</a>. Over and over again he'd walk to the camera man. At one point, while setting up the walk, the camera guy fell after hitting a pole.",Whitlam in Newtown - Tim Freedman,110351469,"['blur', 'bohemians', 'celebrities', 'newtown', 'people', 'road', 'stations', 'sydney', 'timfreedman', 'traffic', 'whitlams']"
We were told that an old couple bought their dream house and lived in it for years.  This is all that is left.  Indeed-it's a vacat lot.,Hurricane Katrina Damage - a Year Later,299805215,"['bourbon', 'damage', 'flood', 'flooding', 'french', 'hurricane', 'katrina', 'louisiana', 'new', 'new orleans', 'orleans', 'quarter', 'street', 'wedding']"
A view of the upper Mystic River dam.,Mystic River,4438277703,"['environment', 'flood', 'mystic river']"
,Give Way to Oncoming Traffic,3008103307,"['coniston', 'flooded road']"
Miller school clocktower building,DSC05621,10177164965,[]
"Along the Rock River on the bike path north of Riverside, near Sportscore One. Rockford, IL.",Time for Reflection,2470233567,"['flood', 'fz18', 'illinois', 'jimflix!', 'nature', 'panasonic', 'reflection', 'river', 'rock river', 'rockford', 'scenics, not just landscapes!', 'tree', 'trees', 'water']"
"Vajont è il nome del torrente che scorre nella valle di Erto e Casso per confluire nel Piave, davanti a Longarone e a Castellavazzo, in provincia di Belluno (Italia).

La storia di queste comunità venne sconvolta dalla costruzione della diga del Vajont, che determinò la frana del monte Toc nel lago artificiale. La sera del 9 ottobre 1963 si elevò un immane ondata, che seminò ovunque morte e desolazione. 


La stima più attendibile è, a tutt'oggi, di 1910 vittime.

Sono stati commessi tre fondamentali errori umani che hanno portato alla strage: l'aver costruito la diga in una valle non idonea sotto il profilo geologico; l'aver innalzato la quota del lago artificiale oltre i margini di sicurezza; il non aver dato l'allarme la sera del 9 ottobre per attivare l'evacuazione in massa delle popolazioni residenti nelle zone a rischio di inondazione. 


Fu aperta un'inchiesta giudiziaria. Il processo venne celebrato nelle sue tre fasi dal 25 novembre 1968 al 25 marzo 1971 e si concluse con il riconoscimento di responsabilità penale per la previdibilità di inondazione e di frana e per gli omicidi colposi plurimi. 


Ora Longarone ed i paesi colpiti sono stati ricostruiti.

La zona in cui si è verificato l'evento catastrofico continua a parlare alla coscienza di quanti la visitano attraverso la lezione, quanto mai attuale, che da esso si può apprendere.


The Vajont Dam (or Vaiont Dam[1]) is a disused dam, completed in 1959 in the valley of the Vajont river under Monte Toc, 100 km north of Venice, Italy. A 1963 landslide caused the overtopping of the dam and around 2,000 deaths.

One of the tallest dams in the world, it is 262 m (860 ft) high, 27 m (89 ft) thick at the base and 3.4 m (11 ft) at the top. Its 1963 over-topping was caused when the designers ignored the geological instability of Monte Toc on the southern side of the basin. Warning signs and negative appraisals during the early stages of filling were disregarded, and the attempt to complete the filling led to a landslide, which created a wave that brought massive flooding and destruction to the Piave valley below, wiping out several villages completely.",Vajont's dam,5828596842,"['casso', 'dam', 'diga', 'disastro', 'erto', 'hdr', 'longarone', 'strage', 'torrente', 'vajont']"
"<a href=""http://posterous.com"" rel=""nofollow"">Posted via email</a> from <a href=""http://other.mnot.net/rain-on-punt-road"" rel=""nofollow"">mnot's other stuff</a>",Rain on Punt Road,7185051070,[]
"Pakhlavan Makhmoud (1247-1325) est le saint patron de la ville de Khiva.

Son tombeau a été construit a l'emplacement de son atelier de fourreur, le métier qu'il exerçait, puis a été inclue en 1810 dans le mausolée dynastique des Khans Kungrad. Ce bâtiment à double coupole bleue turquoise est un des symboles de Khiva. Il est entouré de nombreuses tombes.","Tombes autour du mausolée Pakhlavan Makhmoud (Khiva, Ouzbékistan)",5596932909,"['ўзбекистон', 'art islamique', 'asie centrale', 'dalbera', 'heva', 'ichan kala', 'itchan kala', 'khiva', 'khorezm', 'mausolée', 'oʻzbekiston', 'ouzbékistan', 'route de la soie', 'silk road', 'uzbekistan', 'vieille ville', 'xiva']"
"River Kennet passes by The Orache shopping centre in Reading. Although the city has not been affected by the flooding in nearby towns, this is the aspect of the river last Saturday morning.",Oracle riverside flooded 3,871399802,"['berkshire', 'flood', 'inundación', 'inundacion', 'kennet', 'oracle', 'reading', 'reataurants', 'river', 'riverside', 'thames', 'water']"
"Shot from my doorstep on 5/1/2010 during the flooding in Nashville, TN. We are about five miles from the flooded section of I-24.

This was taken about 45 minutes after the previous photos, when the rain started to pick up even more. The rain continued for about four hours after that, and continued to get heavier for a couple hours after this.",More Driveway Flooding,4568995278,"['18-200mm vr ii', 'd90', 'home', 'nikon', 'rain']"
,a pause for shared reflection,7826524436,"['brick', 'cow', 'fence', 'gate', 'germany', 'grass', 'guitar', 'markings', 'outdoors', 'paint', 'people', 'road', 'roof', 'shed', 'sunlight', 'tarmac', 'tiles', 'trees', 'tyres', 'vegetation', 'windows']"
You know they don't generally flush sprinkler heads.  This is what you get when a 35 year old sprinkler goes.,A bad day...,1214938583,"['d80', 'flooding', 'fresno', 'fresno bee', 'work']"
"This is an HDR taken in Auckland, New Zealand. It was actually my first time experimenting with HDR.",Auckland,6301367067,"['auckland', 'bell', 'building', 'clouds', 'crowd', 'd7000', 'hdr', 'new zealand', 'nikon', 'tonemapped', 'tower']"
"I said hey can I take a photo of this coming down? He said ""sure thing.""",Well ... the tree surgeon was a nice guy at least,2655267135,"['47 ward', 'can i take your picture?', 'chain saw', 'chicago', 'chicago machine', 'city worker', 'destruction', 'dumbth', 'eminent domain', 'fell', 'illinois', 'is this tree dead', 'montrose avenue flood', 'nice guy', 'orange', 'people', 'politics', 'politics as usual', 'ravenswood', 'saw', 'schulter', 'timber']"
"From the Parliament steps. A hand-held bracketed shot (x3), merged to HDR in Photoshop. I should point out I had Toby on my shoulders at the time, which means this is something of an achievement",Burke St,3735277168,"['burke street', 'city', 'day through the lens', 'eos 40d', 'hdr', 'melbourne', 'parliament house', 'sigma 24-70mm f/2.8', 'traffic', 'tram']"
TransPennine Express 185107 arrives at Manchester Oxford Road with a service from Liverpool Lime Street to Scarborough.,Class 185 TPE Oxford Road,2929478129,"['185107', 'class 185', 'manchester oxford road', 'transpennine express']"
"Heading South West along 14th Street from the Colorado Convention Center. The large building dominating the distance is the Wellington Webb Municipal Building, at 201 W. Colfax Ave. Denver, CO.",2010:07:11 16:39:48,4807323346,"['#2010aall', '#aall2010', 'co', 'denver', 'wellington webb municipal building']"
,farm road curve,487827484,[]
,Impassable!,2932570754,"['eaglesham', 'flooding', 'river', 'river cart']"
,World Trade Center construction site.,5778505682,"['chrisinphilly5448', 'chrisinphilly5448@yahoo.com', 'christopher woods photography']"
Hong Kong,Nathan Road,9047349033,"['hong kong', 'nathan road']"
hajo a fold felett,"Arviz 2006, Komarom",123840760,"['2006', 'arviz', 'flood', 'hungary', 'komarom']"
